id;data_inversa;dia_semana;horario;uf;br;km;municipio;causa_acidente;tipo_acidente;classificacao_acidente;fase_dia;sentido_via;condicao_metereologica;tipo_pista;tracado_via;uso_solo;pessoas;mortos;feridos_leves;feridos_graves;feridos;ilesos;ignorados;veiculos;latitude;longitude;regional;delegacia;uop;;;
752174;13/02/2026;sexta-feira;11:30:00;PA;163;104;ALTAMIRA;Ausência de reação do condutor;Tombamento;Com Vítimas Feridas;Pleno dia;Crescente;Chuva;Simples;Curva;Declive;Não;2;0;1;0;1;0;0;4;-8,72753606;-54,97265914;SPRF-MT;DEL06/MT;UOP03-DEL06-MT;;
752175;13/02/2026;sexta-feira;22:30:00;RS;386;181,1;CARAZINHO;Ingestão de álcool pelo condutor;Saída de leito carroçável;Com Vítimas Feridas;Plena Noite;Crescente;Nublado;Simples;Reta;Não;1;0;1;0;1;0;0;1;-28,308726;-52,738075;SPRF-RS;DEL08/RS;UOP01-DEL08-RS;;;
752179;13/02/2026;sexta-feira;22:30:00;BA;418;113;NOVA VICOSA;Acessar a via sem observar a presença dos outros veículos;Colisão transversal;Com Vítimas Feridas;Plena Noite;Decrescente;Céu Claro;Simples;Reta;Não;4;0;0;1;1;2;0;5;-17,8929679;-40,05224615;SPRF-BA;DEL09/BA;UOP02-DEL09-BA;;;
752180;13/02/2026;sexta-feira;16:10:00;RJ;465;2,6;SEROPEDICA;Acesso irregular;Tombamento;Com Vítimas Feridas;Pleno dia;Crescente;Céu Claro;Simples;Curva;Não;2;0;1;0;1;0;0;2;-22,72932379;-43,71665955;SPRF-RJ;DEL06/RJ;UOP02-DEL06-RJ;;;
752187;13/02/2026;sexta-feira;21:47:00;RJ;465;0,8;SEROPEDICA;Acesso irregular;Colisão transversal;Com Vítimas Feridas;Plena Noite;Decrescente;Nublado;Múltipla;Reta;Interseção de Vias;Sim;3;0;1;1;2;1;0;2;-22,71745057;-43,72798741;SPRF-RJ;DEL06/RJ;UOP02-DEL06-RJ;;
752189;13/02/2026;sexta-feira;23:55:00;RS;285;523,9;VITORIA DAS MISSOES;Reação tardia ou ineficiente do condutor;Colisão lateral sentido oposto;Com Vítimas Feridas;Plena Noite;Crescente;Céu Claro;Simples;Reta;Declive;Não;3;0;1;0;1;1;0;2;-28,402193;-54,51466;SPRF-RS;DEL10/RS;UOP01-DEL10-RS;;
752191;13/02/2026;sexta-feira;23:50:00;MG;40;628;CONSELHEIRO LAFAIETE;Velocidade Incompatível;Colisão traseira;Com Vítimas Feridas;Plena Noite;Crescente;Céu Claro;Dupla;Reta;Sim;2;0;1;0;1;1;0;2;-20,650317;-43,809358;SPRF-MG;DEL05/MG;UOP02-DEL05-MG;;;
752192;13/02/2026;sexta-feira;23:00:00;SC;282;21,7;PALHOCA;Reação tardia ou ineficiente do condutor;Saída de leito carroçável;Sem Vítimas;Plena Noite;Crescente;Chuva;Simples;Reta;Não;2;0;0;0;0;1;0;2;-27,687225;-48,713682;SPRF-SC;DEL01/SC;UOP02-DEL01-SC;;;
752199;13/02/2026;sexta-feira;22:15:00;SC;470;269,9;BRUNOPOLIS;Transitar na contramão;Colisão lateral sentido oposto;Com Vítimas Fatais;Plena Noite;Crescente;Chuva;Simples;Curva;Aclive;Não;2;1;0;0;0;1;0;2;-27,31900962;-50,77365875;SPRF-SC;DEL07/SC;UOP06-DEL07-SC;;
752201;13/02/2026;sexta-feira;23:30:00;SP;116;323;JUQUITIBA;Reação tardia ou ineficiente do condutor;Colisão traseira;Com Vítimas Feridas;Plena Noite;Crescente;Céu Claro;Dupla;Reta;Não;2;0;1;0;1;1;0;2;-23,93802068;-47,03830464;SPRF-SP;DEL04/SP;UOP03-DEL04-SP;;;
752205;14/02/2026;sábado;01:35:00;RS;290;12;SANTO ANTONIO DA PATRULHA;Reação tardia ou ineficiente do condutor;Colisão traseira;Com Vítimas Feridas;Plena Noite;Decrescente;Nublado;Múltipla;Reta;Não;3;0;1;0;1;1;0;3;-29,88294;-50,39011;SPRF-RS;DEL03/RS;UOP01-DEL03-RS;;;
752209;14/02/2026;sábado;01:20:00;SE;101;1;PROPRIA;Condutor Dormindo;Saída de leito carroçável;Com Vítimas Feridas;Plena Noite;Crescente;Céu Claro;Dupla;Reta;Sim;1;0;1;0;1;0;0;1;-10,21972554;-36,82762798;SPRF-SE;DEL02-SE;UOP02-DEL02-SE;;;
752210;14/02/2026;sábado;01:45:00;GO;50;260;CATALAO;Ausência de reação do condutor;Colisão traseira;Com Vítimas Feridas;Plena Noite;Crescente;Céu Claro;Dupla;Reta;Não;3;0;1;0;1;1;0;4;-18,0668819;-47,86399841;SPRF-GO;DEL06/GO;UOP01-DEL06-GO;;;
752216;14/02/2026;sábado;03:33:00;GO;60;218;VARJAO;Ausência de reação do condutor;Colisão traseira;Com Vítimas Feridas;Plena Noite;Decrescente;Céu Claro;Dupla;Aclive;Reta;Não;3;0;0;2;2;0;0;2;-16,972336;-49,735856;SPRF-GO;DEL01/GO;UOP02-DEL01-GO;;
752221;14/02/2026;sábado;04:54:00;SP;116;179;GUARAREMA;Acessar a via sem observar a presença dos outros veículos;Colisão traseira;Com Vítimas Feridas;Amanhecer;Decrescente;Céu Claro;Dupla;Reta;Sim;3;0;0;1;1;1;0;3;-23,33317671;-46,1385021;SPRF-SP;DEL01/SP;UOP01-DEL01-SP;;;
752222;14/02/2026;sábado;02:24:00;PR;277;200,9;PALMEIRA;Acessar a via sem observar a presença dos outros veículos;Colisão transversal;Com Vítimas Feridas;Plena Noite;Crescente;Céu Claro;Simples;Reta;Não;3;0;0;1;1;1;0;4;-25,463612;-50,226822;SPRF-PR;DEL08/PR;UOP02-DEL08-PR;;;
752227;14/02/2026;sábado;04:55:00;PB;230;229,3;SOLEDADE;Transitar na contramão;Colisão frontal;Com Vítimas Fatais;Plena Noite;Crescente;Céu Claro;Simples;Reta;Não;7;5;1;0;1;0;0;3;-7,035238;-36,476996;SPRF-PB;DEL02-PB;UOP02-DEL02-PB;;;
752228;13/02/2026;sexta-feira;19:30:00;BA;242;774;BARREIRAS;Ultrapassagem Indevida;Colisão frontal;Com Vítimas Feridas;Plena Noite;Crescente;Céu Claro;Simples;Reta;Não;3;0;0;1;1;1;0;3;-12,15848;-44,64602;SPRF-BA;DEL10/BA;UOP01-DEL10-BA;;;
752252;14/02/2026;sábado;08:00:00;MG;40;287;TRES MARIAS;Transitar na contramão;Colisão lateral sentido oposto;Com Vítimas Feridas;Pleno dia;Crescente;Céu Claro;Simples;Reta;Aclive;Não;3;0;1;0;1;2;0;2;-18,266641;-45,152808;SPRF-MG;DEL14/MG;UOP02-DEL14-MG;;
752258;14/02/2026;sábado;08:40:00;SC;101;35,6;PALHOCA;Condutor Dormindo;Colisão traseira;Com Vítimas Feridas;Pleno dia;Crescente;Céu Claro;Dupla;Reta;Não;3;0;1;0;1;1;0;5;-27,63486072;-48,71637695;SPRF-SC;DEL01/SC;UOP02-DEL01-SC;;;
752273;14/02/2026;sábado;06:54:00;MG;365;765;ITUIUTABA;Ingestão de álcool pelo condutor;Colisão traseira;Com Vítimas Feridas;Pleno dia;Decrescente;Céu Claro;Múltipla;Reta;Não;2;0;2;0;2;0;0;2;-18,962165;-49,591833;SPRF-MG;DEL15/MG;UOP03-DEL15-MG;;;
752280;14/02/2026;sábado;09:40:00;BA;116;582,6;NOVA ITARANA;Velocidade Incompatível;Saída de leito carroçável;Com Vítimas Feridas;Pleno dia;Crescente;Céu Claro;Simples;Curva;Não;2;0;1;0;1;0;0;2;-13,113366;-39,990057;SPRF-BA;DEL03/BA;UOP02-DEL03-BA;;;
752300;14/02/2026;sábado;06:00:00;PR;153;121,6;IBAITI;Velocidade Incompatível;Saída de leito carroçável;Com Vítimas Feridas;Amanhecer;Crescente;Céu Claro;Simples;Curva;Não;1;0;1;0;1;0;0;1;-23,93485488;-50,23935065;SPRF-PR;DEL07/PR;UOP04-DEL07-PR;;;
752301;14/02/2026;sábado;12:00:00;SP;116;33;CRUZEIRO;Demais falhas mecânicas ou elétricas;Incêndio;Sem Vítimas;Pleno dia;Decrescente;Sol;Dupla;Aclive;Não;2;0;0;0;0;1;0;3;-22,64411922;-44,93570501;SPRF-SP;DEL08/SP;UOP02-DEL08-SP;;;
752303;14/02/2026;sábado;11:30:00;RJ;116;230;PIRAI;Ultrapassagem Indevida;Colisão lateral mesmo sentido;Com Vítimas Fatais;Pleno dia;Crescente;Céu Claro;Simples;Aclive;Em Obras;Não;4;1;1;0;1;2;0;3;-22,6774075;-43,8280531;SPRF-RJ;DEL07/RJ;UOP01-DEL07-RJ;;
752307;14/02/2026;sábado;11:00:00;MS;158;29,4;PARANAIBA;Demais falhas na via;Tombamento;Sem Vítimas;Pleno dia;Crescente;Céu Claro;Simples;Declive;Ponte;Não;2;0;0;0;0;1;0;4;-19,226619;-51,520984;SPRF-MS;DEL08/MS;UOP01-DEL08-MS;;
752308;14/02/2026;sábado;11:10:00;MS;163;206,3;CAARAPO;Transitar na contramão;Colisão lateral sentido oposto;Com Vítimas Feridas;Pleno dia;Crescente;Céu Claro;Simples;Rotatória;Reta;Não;3;0;0;1;1;1;0;3;-22,651071;-54,808822;SPRF-MS;DEL04/MS;UOP02-DEL04-MS;;
752309;14/02/2026;sábado;12:30:00;ES;101;446,1;MIMOSO DO SUL;Acessar a via sem observar a presença dos outros veículos;Colisão transversal;Com Vítimas Feridas;Pleno dia;Decrescente;Céu Claro;Simples;Reta;Não;6;0;2;0;2;4;0;3;-21,119969;-41,269975;SPRF-ES;DEL03-ES;UOP02-DEL03-ES;;;
752317;14/02/2026;sábado;10:00:00;RJ;40;109;DUQUE DE CAXIAS;Condutor deixou de manter distância do veículo da frente;Colisão traseira;Com Vítimas Feridas;Pleno dia;Crescente;Céu Claro;Múltipla;Reta;Sim;2;0;1;0;1;1;0;2;-22,67934169;-43,28641176;SPRF-RJ;DEL01/RJ;UOP02-DEL01-RJ;;;
752323;14/02/2026;sábado;08:45:00;CE;116;194;LIMOEIRO DO NORTE;Velocidade Incompatível;Saída de leito carroçável;Sem Vítimas;Pleno dia;Decrescente;Céu Claro;Simples;Curva;Não;2;0;0;0;0;1;0;2;-5,15280541;-38,1538868;SPRF-CE;DEL03/CE;UOP01-DEL03-CE;;;
752330;14/02/2026;sábado;10:00:00;RS;470;12;BARRACAO;Condutor usando celular;Colisão com objeto;Sem Vítimas;Pleno dia;Decrescente;Chuva;Simples;Reta;Sim;2;0;0;0;0;1;0;2;-27,67982227;-51,455525;SPRF-RS;DEL08/RS;UOP05-DEL08-RS;;;
752331;14/02/2026;sábado;13:10:00;PR;376;519;PONTA GROSSA;Reação tardia ou ineficiente do condutor;Queda de ocupante de veículo;Com Vítimas Feridas;Pleno dia;Crescente;Céu Claro;Dupla;Reta;Não;2;0;1;0;1;0;0;2;-25,271302;-49,932423;SPRF-PR;DEL03/PR;UOP03-DEL03-PR;;;
752334;14/02/2026;sábado;15:00:00;MG;40;475;SETE LAGOAS;Ausência de reação do condutor;Colisão traseira;Com Vítimas Feridas;Pleno dia;Decrescente;Céu Claro;Dupla;Aclive;Reta;Sim;3;0;0;1;1;1;0;3;-19,51;-44,272;SPRF-MG;DEL02/MG;UOP01-DEL02-MG;;
752340;14/02/2026;sábado;15:10:00;ES;101;214;IBIRACU;Desrespeitar a preferência no cruzamento;Colisão transversal;Com Vítimas Feridas;Pleno dia;Crescente;Céu Claro;Simples;Retorno Regulamentado;Interseção de Vias;Não;6;0;1;0;1;4;0;3;-19,8300045;-40,37309;SPRF-ES;DEL02-ES;UOP01-DEL02-ES;;
752346;14/02/2026;sábado;16:00:00;GO;364;200;JATAI;Condutor deixou de manter distância do veículo da frente;Colisão traseira;Com Vítimas Feridas;Pleno dia;Crescente;Sol;Simples;Reta;Não;7;0;0;1;1;5;0;8;-17,91924;-51,750642;SPRF-GO;DEL05/GO;UOP01-DEL05-GO;;;
752359;14/02/2026;sábado;16:05:00;PA;155;304;MARABA;Demais falhas mecânicas ou elétricas;Incêndio;Sem Vítimas;Pleno dia;Crescente;Céu Claro;Simples;Reta;Declive;Não;2;0;0;0;0;1;0;2;-5,6950169;-49,1207195;SPRF-PA;DEL03/PA;UOP01-DEL03-PA;;
752363;14/02/2026;sábado;16:00:00;PE;101;124,1;ESCADA;Acesso irregular;Colisão transversal;Com Vítimas Fatais;Pleno dia;Crescente;Céu Claro;Dupla;Reta;Sim;3;1;0;0;0;1;0;3;-8,3598089;-35,2123185;SPRF-PE;DEL01/PE;UOP03-DEL01-PE;;;
752375;14/02/2026;sábado;17:00:00;SP;153;336,3;OURINHOS;Reação tardia ou ineficiente do condutor;Colisão transversal;Sem Vítimas;Pleno dia;Decrescente;Céu Claro;Dupla;Curva;Não;4;0;0;0;0;3;0;3;-22,911518;-49,88963;SPRF-SP;DEL07/SP;UOP03-DEL07-SP;;;
752380;14/02/2026;sábado;13:00:00;BA;116;637;JAGUAQUARA;Acostamento em desnível;Tombamento;Sem Vítimas;Pleno dia;Crescente;Céu Claro;Simples;Reta;Não;1;0;0;0;0;1;0;1;-13,54188186;-40,06888425;SPRF-BA;DEL03/BA;UOP01-DEL03-BA;;;
752382;14/02/2026;sábado;17:40:00;BA;116;337;TEOFILANDIA;Acessar a via sem observar a presença dos outros veículos;Queda de ocupante de veículo;Com Vítimas Fatais;Anoitecer;Crescente;Chuva;Simples;Interseção de Vias;Rotatória;Retorno Regulamentado;Reta;Sim;4;1;1;0;1;1;0;3;-11,478457;-38,994668;SPRF-BA;DEL02/BA;UOP01-DEL02-BA
752384;14/02/2026;sábado;18:20:00;MT;70;1,6;BARRA DO GARCAS;Reação tardia ou ineficiente do condutor;Colisão traseira;Com Vítimas Feridas;Anoitecer;Crescente;Céu Claro;Simples;Reta;Sim;2;0;1;0;1;1;0;2;-15,88926803;-52,26529866;SPRF-MT;DEL07/MT;UOP01-DEL07-MT;;;
752392;14/02/2026;sábado;13:00:00;MA;226;139;GOVERNADOR EUGENIO BARROS;Ausência de reação do condutor;Colisão traseira;Com Vítimas Feridas;Pleno dia;Decrescente;Céu Claro;Simples;Reta;Sim;3;0;1;1;2;1;0;2;-5,31767395;-44,01056956;SPRF-MA;DEL06-MA;UOP01-DEL06-MA;;;
752419;14/02/2026;sábado;19:10:00;PE;316;51,4;TRINDADE;Ultrapassagem Indevida;Colisão frontal;Com Vítimas Feridas;Plena Noite;Crescente;Ignorado;Simples;Reta;Não;5;0;2;1;3;1;0;4;-7,724163;-40,3147;SPRF-PE;DEL05/PE;UOP02-DEL05-PE;;;
752427;14/02/2026;sábado;21:00:00;PR;476;109;COLOMBO;Acessar a via sem observar a presença dos outros veículos;Colisão frontal;Sem Vítimas;Plena Noite;Decrescente;Nublado;Simples;Reta;Sim;3;0;0;0;0;2;0;3;-25,308577;-49,1444051;SPRF-PR;DEL01/PR;UOP01-DEL01-PR;;;
752428;14/02/2026;sábado;21:15:00;PR;277;669;MEDIANEIRA;Manobra de mudança de faixa;Colisão traseira;Com Vítimas Feridas;Plena Noite;Crescente;Garoa/Chuvisco;Dupla;Reta;Sim;4;0;2;0;2;1;0;3;-25,26720422;-54,05673472;SPRF-PR;DEL05/PR;UOP02-DEL05-PR;;;
752433;14/02/2026;sábado;20:00:00;RS;285;220;CASEIROS;Problema com o freio;Incêndio;Sem Vítimas;Plena Noite;Crescente;Nublado;Simples;Reta;Sim;2;0;0;0;0;1;0;2;-28,26690905;-51,6957318;SPRF-RS;DEL08/RS;UOP05-DEL08-RS;;;
752438;14/02/2026;sábado;22:30:00;BA;116;456;SANTO ESTEVAO;Condutor Dormindo;Colisão traseira;Com Vítimas Feridas;Plena Noite;Crescente;Céu Claro;Dupla;Aclive;Reta;Não;3;0;1;0;1;1;0;3;-12,42504;-39,20538;SPRF-BA;DEL02/BA;UOP01-DEL02-BA;;
752443;14/02/2026;sábado;22:30:00;MG;365;570;INDIANOPOLIS;Transitar na contramão;Colisão frontal;Com Vítimas Fatais;Plena Noite;Crescente;Céu Claro;Simples;Aclive;Reta;Não;4;2;0;0;0;1;0;3;-18,91649107;-47,85454555;SPRF-MG;DEL15/MG;UOP02-DEL15-MG;;
752452;15/02/2026;domingo;00:30:00;BA;324;618;SALVADOR;Ausência de reação do condutor;Tombamento;Com Vítimas Feridas;Plena Noite;Crescente;Nublado;Múltipla;Reta;Sim;2;0;2;0;2;0;0;1;-12,9111683;-38,4592767;SPRF-BA;DEL01/BA;UOP01-DEL01-BA;;;
752461;15/02/2026;domingo;01:40:00;PR;376;2,4;APUCARANA;Acesso irregular;Colisão traseira;Com Vítimas Feridas;Plena Noite;Decrescente;Céu Claro;Simples;Reta;Sim;4;0;0;1;1;2;0;3;-23,56447;-51,434005;SPRF-PR;DEL07/PR;UOP03-DEL07-PR;;;
752465;15/02/2026;domingo;02:40:00;RJ;116;190;NOVA IGUACU;Animais na Pista;Colisão traseira;Com Vítimas Feridas;Plena Noite;Crescente;Céu Claro;Dupla;Curva;Sim;2;0;1;0;1;1;0;2;-22,7442683;-43,5128582;SPRF-RJ;DEL06/RJ;UOP01-DEL06-RJ;;;
752469;15/02/2026;domingo;03:05:00;GO;153;411,3;PIRENOPOLIS;Demais falhas mecânicas ou elétricas;Incêndio;Com Vítimas Feridas;Plena Noite;Crescente;Nublado;Simples;Aclive;Reta;Não;1;0;1;0;1;0;0;1;-16,122392;-49,040036;SPRF-GO;DEL02/GO;UOP02-DEL02-GO;;
752473;15/02/2026;domingo;02:45:00;PB;230;258;JUNCO DO SERIDO;Ingestão de álcool pelo condutor;Colisão lateral sentido oposto;Com Vítimas Feridas;Plena Noite;Crescente;Céu Claro;Simples;Reta;Não;4;0;2;0;2;2;0;2;-7,0017;-36,707192;SPRF-PB;DEL03-PB;UOP01-DEL03-PB;;;
752474;15/02/2026;domingo;03:50:00;MG;50;67;UBERLANDIA;Velocidade Incompatível;Saída de leito carroçável;Com Vítimas Feridas;Plena Noite;Decrescente;Nublado;Dupla;Curva;Rotatória;Sim;2;0;1;0;1;0;0;2;-18,87528548;-48,25902343;SPRF-MG;DEL15/MG;UOP02-DEL15-MG;;
752487;15/02/2026;domingo;01:30:00;MT;70;258;POXOREU;Condutor Dormindo;Saída de leito carroçável;Com Vítimas Fatais;Plena Noite;Crescente;Céu Claro;Simples;Reta;Não;3;1;0;1;1;0;0;2;-15,629038;-54,16781;SPRF-MT;DEL05/MT;UOP01-DEL05-MT;;;
752489;15/02/2026;domingo;05:24:00;PR;369;490;CASCAVEL;Manobra de mudança de faixa;Colisão frontal;Com Vítimas Fatais;Amanhecer;Crescente;Céu Claro;Simples;Reta;Declive;Não;4;1;0;0;0;1;0;6;-24,8399503;-53,3111562;SPRF-PR;DEL04/PR;UOP01-DEL04-PR;;
752504;15/02/2026;domingo;06:20:00;GO;452;15;RIO VERDE;Ultrapassagem Indevida;Colisão frontal;Com Vítimas Fatais;Pleno dia;Crescente;Céu Claro;Simples;Reta;Não;3;1;0;1;1;0;0;5;-17,850122;-50,772852;SPRF-GO;DEL04/GO;UOP01-DEL04-GO;;;
752540;15/02/2026;domingo;09:02:00;SC;101;133,4;BALNEARIO CAMBORIU;Acessar a via sem observar a presença dos outros veículos;Colisão lateral mesmo sentido;Com Vítimas Feridas;Pleno dia;Crescente;Céu Claro;Múltipla;Interseção de Vias;Reta;Não;2;0;1;0;1;1;0;2;-27,00049;-48,64224;SPRF-SC;DEL04/SC;UOP03-DEL04-SC;;
752543;15/02/2026;domingo;11:14:00;GO;60;467;JATAI;Ausência de reação do condutor;Colisão traseira;Com Vítimas Feridas;Pleno dia;Decrescente;Céu Claro;Dupla;Reta;Declive;Não;3;0;1;0;1;1;0;3;-17,901274;-51,67328;SPRF-GO;DEL05/GO;UOP01-DEL05-GO;;
752547;15/02/2026;domingo;11:40:00;ES;101;149,2;LINHARES;Condutor desrespeitou a iluminação vermelha do semáforo;Colisão transversal;Com Vítimas Feridas;Pleno dia;Crescente;Céu Claro;Simples;Interseção de Vias;Sim;5;0;2;0;2;3;0;2;-19,3988828;-40,062947;SPRF-ES;DEL04-ES;UOP01-DEL04-ES;;;
752561;11/01/2026;domingo;04:00:00;AM;174;945;MANAUS;Condutor Dormindo;Saída de leito carroçável;Sem Vítimas;Plena Noite;Decrescente;Céu Claro;Simples;Curva;Não;1;0;0;0;0;1;0;1;-2,4497;-60,02491;SPRF-AM;DEL01-AM;UOP01-DEL01-AM;;;
752564;15/02/2026;domingo;12:50:00;BA;242;390;PALMEIRAS;Reação tardia ou ineficiente do condutor;Colisão traseira;Com Vítimas Feridas;Pleno dia;Decrescente;Céu Claro;Simples;Reta;Aclive;Não;3;0;1;0;1;1;0;3;-12,452162;-41,59616;SPRF-BA;DEL06/BA;UOP01-DEL06-BA;;
752569;15/02/2026;domingo;10:35:00;BA;116;574;BREJOES;Ultrapassagem Indevida;Colisão frontal;Com Vítimas Feridas;Pleno dia;Crescente;Céu Claro;Simples;Curva;Não;5;0;1;0;1;3;0;6;-13,06423;-39,95785;SPRF-BA;DEL03/BA;UOP02-DEL03-BA;;;
752573;15/02/2026;domingo;12:11:00;PA;155;306;MARABA;Reação tardia ou ineficiente do condutor;Colisão frontal;Com Vítimas Feridas;Pleno dia;Decrescente;Céu Claro;Simples;Reta;Não;6;0;0;1;1;3;0;7;-5,68715343;-49,11605576;SPRF-PA;DEL03/PA;UOP01-DEL03-PA;;;
752578;15/02/2026;domingo;14:55:00;GO;60;198,6;GUAPO;Ingestão de álcool pelo condutor;Colisão traseira;Com Vítimas Feridas;Pleno dia;Decrescente;Céu Claro;Dupla;Aclive;Não;3;0;1;0;1;1;0;4;-16,876871;-49,6145;SPRF-GO;DEL01/GO;UOP02-DEL01-GO;;;
752591;15/02/2026;domingo;12:30:00;GO;153;5;PORANGATU;Reação tardia ou ineficiente do condutor;Colisão traseira;Com Vítimas Feridas;Pleno dia;Decrescente;Céu Claro;Simples;Reta;Não;3;0;1;0;1;1;0;3;-12,8848066;-49,10851479;SPRF-GO;DEL07/GO;UOP01-DEL07-GO;;;
752608;18/01/2026;domingo;14:45:00;SC;282;508;XANXERE;Transitar na contramão;Colisão lateral sentido oposto;Com Vítimas Fatais;Pleno dia;Crescente;Chuva;Simples;Declive;Curva;Não;5;1;2;0;2;1;0;3;-26,88550618;-52,44488955;SPRF-SC;DEL07/SC;UOP01-DEL07-SC;;
752617;15/02/2026;domingo;18:10:00;SP;116;53,9;LORENA;Ingestão de álcool pelo condutor;Colisão transversal;Sem Vítimas;Anoitecer;Crescente;Garoa/Chuvisco;Dupla;Reta;Não;3;0;0;0;0;2;0;3;-22,75782125;-45,1148251;SPRF-SP;DEL08/SP;UOP02-DEL08-SP;;;
752636;15/02/2026;domingo;18:10:00;SC;282;54,3;AGUAS MORNAS;Velocidade Incompatível;Colisão frontal;Com Vítimas Fatais;Pleno dia;Crescente;Chuva;Simples;Curva;Não;5;2;3;0;3;0;0;2;-27,68801;-48,977585;SPRF-SC;DEL01/SC;UOP03-DEL01-SC;;;
752649;15/02/2026;domingo;20:15:00;PR;373;222,2;IMBITUVA;Acessar a via sem observar a presença dos outros veículos;Colisão transversal;Com Vítimas Fatais;Plena Noite;Decrescente;Nublado;Simples;Rotatória;Não;3;2;0;0;0;1;0;2;-25,18144;-50,59546;SPRF-PR;DEL03/PR;UOP01-DEL03-PR;;;
752666;15/02/2026;domingo;23:15:00;PR;116;102;SAO JOSE DOS PINHAIS;Ausência de reação do condutor;Tombamento;Com Vítimas Feridas;Plena Noite;Decrescente;Céu Claro;Simples;Curva;Aclive;Não;2;0;0;1;1;0;0;2;-25,571255;-49,180065;SPRF-PR;DEL01/PR;UOP08-DEL01-PR;;
752667;15/02/2026;domingo;23:25:00;SC;282;16;PALHOCA;Ultrapassagem Indevida;Colisão frontal;Com Vítimas Fatais;Plena Noite;Decrescente;Céu Claro;Simples;Reta;Sim;3;1;0;0;0;2;0;2;-27,658833;-48,68205;SPRF-SC;DEL01/SC;UOP02-DEL01-SC;;;
752675;16/02/2026;segunda-feira;00:45:00;BA;116;562;BREJOES;Ausência de reação do condutor;Saída de leito carroçável;Com Vítimas Feridas;Plena Noite;Decrescente;Céu Claro;Simples;Reta;Não;2;0;2;0;2;0;0;1;-12,981973;-39,94129943;SPRF-BA;DEL03/BA;UOP02-DEL03-BA;;;
752683;16/02/2026;segunda-feira;03:40:00;MG;381;427;SABARA;Demais falhas mecânicas ou elétricas;Tombamento;Com Vítimas Feridas;Plena Noite;Crescente;Céu Claro;Simples;Curva;Declive;Não;3;0;0;1;1;1;0;2;-19,786917;-43,720683;SPRF-MG;DEL01/MG;UOP01-DEL01-MG;;
752698;16/02/2026;segunda-feira;06:00:00;PR;277;614,4;CEU AZUL;Demais falhas mecânicas ou elétricas;Incêndio;Sem Vítimas;Pleno dia;Decrescente;Céu Claro;Simples;Reta;Não;2;0;0;0;0;1;0;2;-25,05885;-53,644362;SPRF-PR;DEL05/PR;UOP02-DEL05-PR;;;
752700;15/02/2026;domingo;18:00:00;PR;277;153;PALMEIRA;Acessar a via sem observar a presença dos outros veículos;Atropelamento de Pedestre;Com Vítimas Feridas;Anoitecer;Crescente;Nublado;Simples;Reta;Não;2;0;0;1;1;0;0;2;-25,46948289;-49,78655068;SPRF-PR;DEL01/PR;UOP07-DEL01-PR;;;
752701;16/02/2026;segunda-feira;00:30:00;MG;50;56;UBERLANDIA;Condutor Dormindo;Colisão traseira;Com Vítimas Feridas;Plena Noite;Crescente;Céu Claro;Dupla;Reta;Aclive;Não;4;0;2;0;2;1;0;4;-18,7872785;-48,23150128;SPRF-MG;DEL15/MG;UOP02-DEL15-MG;;
752702;16/02/2026;segunda-feira;05:00:00;RJ;116;217;ITAGUAI;Problema com o freio;Incêndio;Sem Vítimas;Amanhecer;Decrescente;Céu Claro;Dupla;Reta;Não;2;0;0;0;0;0;1;2;-22,70145483;-43,75305176;SPRF-RJ;DEL06/RJ;UOP02-DEL06-RJ;;;
752706;16/02/2026;segunda-feira;06:45:00;SC;280;144,9;MAFRA;Velocidade Incompatível;Colisão traseira;Com Vítimas Feridas;Pleno dia;Crescente;Nevoeiro/Neblina;Simples;Reta;Não;3;0;2;0;2;1;0;2;-26,24859;-49,65284;SPRF-SC;DEL06/SC;UOP03-DEL06-SC;;;
752708;15/02/2026;domingo;22:29:00;MT;163;620,7;NOVA MUTUM;Chuva;Saída de leito carroçável;Com Vítimas Feridas;Plena Noite;Crescente;Chuva;Dupla;Reta;Não;1;0;1;0;1;0;0;1;-13,5403526;-56,02675349;SPRF-MT;DEL01/MT;UOP01-DEL01-MT;;;
752712;16/02/2026;segunda-feira;06:45:00;CE;116;174,8;RUSSAS;Ingestão de substâncias psicoativas pelo condutor;Colisão traseira;Com Vítimas Feridas;Pleno dia;Decrescente;Céu Claro;Simples;Reta;Não;3;0;0;1;1;1;0;3;-5,02012541;-38,059062;SPRF-CE;DEL03/CE;UOP01-DEL03-CE;;;
752720;11/02/2026;quarta-feira;08:40:00;SC;282;356,5;CAMPOS NOVOS;Transitar na contramão;Colisão lateral sentido oposto;Com Vítimas Feridas;Pleno dia;Crescente;Céu Claro;Simples;Curva;Aclive;Não;3;0;0;1;1;1;0;4;-27,34479814;-51,33970963;SPRF-SC;DEL07/SC;UOP05-DEL07-SC;;
752724;16/02/2026;segunda-feira;09:20:00;SP;116;85,8;PINDAMONHANGABA;Ausência de reação do condutor;Colisão traseira;Com Vítimas Feridas;Pleno dia;Decrescente;Céu Claro;Dupla;Reta;Não;3;0;1;0;1;1;0;3;-22,925569;-45,3510285;SPRF-SP;DEL08/SP;UOP01-DEL08-SP;;;
